ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-10-12,65,49341,631,Employed,High School,38,33548,36,Married,0,Rent,487,0.4093688560680847,3,1,0.256680767691853,0,Debt Consolidation,0,19,18,4896,923,81454,42926,4111.75,0.6523812042566864,3,38528,0.203048,0.1871963937889114,1224.9859443725545,0.4163643082319097,0,51.0
2018-10-13,18,47185,531,Unemployed,Associate,0,18490,48,Single,2,Rent,231,0.1284265710581646,0,1,0.0759736602958251,0,Home,1,32,23,26725,2057,28782,11470,3932.0833333333335,0.9094421592520529,3,17312,0.24799,0.2149110332921177,577.4510229372695,0.2056037358323033,0,59.0
2018-10-14,38,107659,607,Employed,Doctorate,14,19552,96,Single,1,Rent,399,0.0523118629426809,5,0,0.389597131520311,0,Education,0,27,25,718,3367,159378,12852,8971.583333333334,0.805885933132401,5,146526,0.251052,0.2646463692156646,491.77011400787785,0.0992879496195815,1,36.0
2018-10-15,47,179664,589,Employed,Bachelor,28,21380,24,Single,0,Mortgage,542,0.5807796947546544,2,1,0.3863901664766297,0,Education,0,17,24,20058,1045,50021,51416,8772.416666666666,0.615821421318829,2,10869,0.20188,0.2020893703285207,1090.3357494054117,0.1860759482170909,1,42.400000000000006
2018-10-16,43,81136,575,Employed,Bachelor,22,15763,48,Widowed,0,Rent,395,0.3111495824061551,4,1,0.309090165557094,0,Other,0,19,22,4825,1917,99623,149347,6761.333333333333,0.7275224532811466,9,7161,0.223263,0.1993348035321067,479.1153177181407,0.1292815003527125,1,42.400000000000006
2018-10-17,32,86245,445,Employed,High School,12,17018,48,Single,4,Mortgage,581,0.2073829611612442,6,0,0.1973897536046715,0,Auto,0,23,23,2432,722,22024,25797,7187.083333333333,0.5837947833040332,6,4917,0.289518,0.2876266033449668,600.563879460074,0.1644010267670113,1,39.2
2018-10-18,37,98074,620,Employed,Master,16,16112,60,Married,3,Own,495,0.4833771184525332,1,0,0.4067297521255082,0,Other,0,22,6,6384,1472,33453,43942,8172.833333333333,0.7927681781458709,6,3853,0.211112,0.2221234465002956,446.9433286927376,0.1152529716776398,1,44.0
2018-10-19,34,23559,598,Employed,Bachelor,11,52609,96,Married,1,Mortgage,425,0.6713885803560015,2,1,0.4569987319555839,0,Debt Consolidation,0,28,15,924,1543,23710,8274,1963.25,0.9059991334785186,8,15436,0.288609,0.2736260532939226,1355.197823419842,0.9067606384412796,0,60.0
2018-10-20,32,39808,619,Employed,Master,7,18027,60,Married,3,Rent,365,0.074351710109728,2,1,0.2451303995104611,0,Auto,0,29,20,6266,1722,40123,10880,3317.333333333333,0.6424503204515528,4,29243,0.213527,0.1708216,448.8141479313021,0.2453217889664295,1,39.2
2018-10-21,50,18856,580,Employed,Associate,27,16282,36,Married,0,Own,355,0.0876366678669921,3,1,0.1910627607510301,0,Home,0,26,10,8849,4164,71576,29120,1571.3333333333333,0.7505187272516017,6,42456,0.211282,0.2169003696345935,619.2091246978977,0.6199888362523744,0,51.0
2018-10-22,44,101388,642,Employed,Bachelor,22,22076,48,Divorced,0,Mortgage,209,0.2443525281809312,0,0,0.4831825959111023,0,Debt Consolidation,0,26,9,10960,874,71923,9400,8449.0,0.8830772887414433,6,62523,0.196076,0.2025301557741236,674.7602353646688,0.1045993887282126,1,40.8
2018-10-23,31,80085,530,Employed,Associate,10,21534,48,Single,1,Mortgage,790,0.3122831552282539,3,1,0.3957181328655004,0,Auto,0,27,26,899,912,96053,35862,6673.75,0.7492671371329772,7,60191,0.251534,0.2297540505676396,689.9062452617519,0.2217503270667543,1,40.8
2018-10-24,50,22787,627,Employed,High School,25,20061,60,Married,0,Own,328,0.3564726380008286,3,1,0.217880109749415,0,Home,0,24,27,3563,2273,109630,150658,1898.9166666666667,0.7993845346113443,8,2918,0.211561,0.1874472358052462,517.5796301991437,0.4452958073633968,0,51.0
2018-10-25,43,30579,571,Employed,High School,16,53420,120,Married,0,Rent,533,0.2083471981414053,0,1,0.583125688062165,0,Auto,0,32,16,2158,380,19003,7544,2548.25,0.5655496263426415,3,11459,0.32292,0.331470268244615,1533.908182542251,0.8111088717913277,0,59.0
2018-10-26,49,15004,583,Employed,High School,26,44032,84,Married,0,Mortgage,675,0.280954010848542,5,1,0.1992477321663434,0,Debt Consolidation,0,28,24,1308,1581,28871,55539,1250.3333333333333,0.9844500284381046,5,2329,0.277532,0.294125901649903,1241.6603002788877,1.5329194616999902,0,52.0
2018-10-27,47,49936,492,Self-Employed,Associate,23,30787,120,Single,2,Own,480,0.2465522263623492,2,0,0.2405265387740378,0,Education,0,29,15,20264,338,1138334,21651,4161.333333333333,0.6859300586824214,3,1116683,0.339787,0.366516680203573,966.4657083644154,0.3475966937754923,1,38.400000000000006
2018-10-28,30,26960,603,Employed,Bachelor,7,12517,36,Married,5,Other,454,0.1656594341635739,3,1,0.3996098167022324,0,Education,0,26,10,14928,3283,82498,34140,2246.6666666666665,0.8055587781089373,6,48358,0.196017,0.199492671000925,464.85307451554974,0.4089850480039539,0,52.0
2018-10-29,33,18391,552,Employed,High School,9,9769,96,Single,4,Mortgage,423,0.1186474028636012,2,1,0.3182220476329784,0,Home,0,28,19,1101,2000,33399,1830,1532.5833333333333,0.780627477913446,5,31569,0.268769,0.2650353664673743,245.9651112984855,0.4364950973618523,0,55.0
2018-10-30,48,51404,563,Employed,Associate,28,9446,12,Divorced,2,Other,191,0.0608261911234042,7,3,0.2415056111497174,0,Education,0,31,2,4899,2393,77301,40986,4283.666666666667,0.9530021852929876,3,36315,0.192946,0.1945156426835987,872.5480580754057,0.2482798361393056,0,55.0
2018-10-31,47,175236,482,Employed,Associate,25,27512,48,Married,1,Mortgage,461,0.2786004815545762,5,2,0.603567558031183,0,Education,0,20,26,14151,262,270652,70745,14603.0,0.8304308215142179,6,199907,0.281512,0.2651453234784152,935.6123168883954,0.0956387260760388,1,41.6
2018-11-01,39,101044,615,Employed,Bachelor,16,15696,36,Divorced,1,Mortgage,247,0.1294703956644828,2,1,0.3055002033203792,0,Home,0,25,6,5732,943,86766,29039,8420.333333333334,0.76500506681918,4,57727,0.193196,0.1612462201632843,552.7909914425443,0.0949832933901125,1,39.2
2018-11-02,41,40358,619,Employed,High School,16,10669,60,Divorced,4,Rent,367,0.0315061591924497,2,1,0.4605800971978807,0,Auto,0,28,8,2366,529,66332,6591,3363.1666666666665,0.7168671103488802,9,59741,0.206169,0.2249866953285365,297.69907729913893,0.1976408376923947,0,52.0
2018-11-03,55,63122,656,Self-Employed,Bachelor,34,18914,24,Widowed,3,Rent,373,0.1956908662789235,2,1,0.2019388641808749,0,Education,0,24,6,975,893,49916,6340,5260.166666666667,0.8171702501959379,4,43576,0.1659139999999999,0.1637621589054007,929.49184241671,0.2476141774500256,0,50.0
2018-11-04,32,140216,617,Employed,Associate,14,13335,48,Married,0,Other,411,0.1487520299112135,2,2,0.4327197038522816,0,Home,0,27,13,6819,1304,43330,115451,11684.666666666666,0.8505544560832755,4,9989,0.199835,0.2184943725894478,419.0443060349393,0.0710370547756267,1,40.0
2018-11-05,46,120353,511,Employed,High School,24,24013,72,Divorced,3,Mortgage,624,0.1824098903467016,2,1,0.0253773080144832,0,Debt Consolidation,0,20,9,1280,957,22872,42977,10029.416666666666,0.6048642071422698,4,3694,0.283513,0.2885207972970849,704.7348598037065,0.1324837629111404,0,48.0
2018-11-06,37,41312,545,Self-Employed,Bachelor,12,36289,36,Married,1,Mortgage,850,0.4654173336470175,4,2,0.4143295645193836,0,Education,0,20,7,3994,520,84698,14701,3442.6666666666665,0.5897107246137684,4,69997,0.248789,0.2660269447579181,1473.78208352425,0.674994795756463,0,60.0
2018-11-07,37,57679,403,Employed,High School,18,18371,72,Single,3,Rent,1535,0.3055366930825166,3,2,0.4922112349789661,0,Auto,0,27,11,2748,515,39359,11556,4806.583333333333,0.8660120355369358,6,27803,0.3318709999999999,0.3420474117281415,603.405047400608,0.4448908713536521,0,56.0
2018-11-08,53,35808,611,Employed,Master,33,53571,24,Married,1,Rent,268,0.3151604320864324,1,1,0.297502655757911,0,Other,0,29,29,1099,790,100845,38596,2984.0,0.8450958034164026,0,62249,0.223071,0.2410449367837426,2835.1522454662763,1.0399303771669828,0,48.0
2018-11-09,49,61971,494,Self-Employed,Master,26,24754,108,Married,0,Rent,879,0.5205736940555182,2,3,0.2329192337367846,0,Home,0,23,12,965,359,103736,3795,5164.25,0.8140619277645225,9,99941,0.322754,0.2867088269926141,641.5218098052745,0.2944322621494456,0,54.0
2018-11-10,49,76040,600,Employed,Bachelor,27,37175,72,Single,2,Own,268,0.6045839856714935,3,1,0.4111055041466662,0,Education,0,17,18,3744,106,128333,103786,6336.666666666667,0.8650561960474373,2,24547,0.252175,0.20174,894.1997473627306,0.1834086923770748,1,44.0
2018-11-11,55,89794,582,Employed,Associate,31,32141,60,Divorced,0,Rent,459,0.1811816173924722,1,1,0.4246163204268197,0,Auto,0,25,20,432,1944,281669,26067,7482.833333333333,0.9502525455997768,6,255602,0.246141,0.2680484681404781,977.690458870264,0.1919981903740024,1,38.400000000000006
2018-11-12,40,36971,611,Employed,Bachelor,20,29198,48,Married,4,Own,293,0.0301180873067814,3,1,0.068491577335999,0,Debt Consolidation,0,31,28,2250,666,11131,7166,3080.9166666666665,0.8085261376735262,4,3965,0.218698,0.233600174702247,941.60752134255,0.4007273337510643,0,47.0
2018-11-13,48,92250,498,Employed,Bachelor,26,36697,96,Single,3,Mortgage,546,0.3765253479893118,3,0,0.1278057306262553,0,Home,0,25,28,2542,2870,57738,14788,7687.5,0.8044560760496776,6,42950,0.322697,0.3054240893312905,1025.8942200777203,0.2044740448881587,0,49.0
2018-11-14,36,51610,476,Employed,Associate,11,19238,96,Single,0,Mortgage,193,0.2781015383383924,3,3,0.2543620295110551,0,Auto,0,23,22,1200,6702,198224,44503,4300.833333333333,0.8541451260264084,5,153721,0.316238,0.3652429852849591,620.430300268252,0.1891331835539435,0,48.0
2018-11-15,43,37703,467,Employed,High School,23,8927,120,Married,0,Mortgage,287,0.2880022605505948,5,0,0.124280721839298,0,Auto,0,27,25,3812,1290,466949,11555,3141.9166666666665,0.977857854384524,4,455394,0.330427,0.3611113975204496,276.5175786421756,0.1793547182904837,0,45.0
2018-11-16,38,141114,544,Employed,High School,13,25539,48,Married,2,Mortgage,297,0.124301353385056,3,0,0.1239223628232075,0,Other,0,20,4,5958,8004,32142,4438,11759.5,0.6128015682663289,2,27704,0.248539,0.2310216506435777,819.9927339100783,0.0949864138704943,1,40.0
2018-11-17,41,34960,545,Employed,High School,21,36928,48,Married,4,Other,721,0.0353922648993501,0,1,0.2740584170935937,0,Debt Consolidation,0,18,1,23215,289,39792,38466,2913.333333333333,0.9400174162669168,9,1326,0.259428,0.282012851234498,1291.2768322541665,0.6907128714831234,0,56.0
2018-11-18,47,28900,599,Employed,Bachelor,23,17636,60,Married,3,Own,603,0.1524618763729189,2,0,0.2513400909354539,1,Debt Consolidation,0,18,18,2950,1809,64485,5287,2408.333333333333,0.6477594160907534,7,59198,0.223136,0.1880076317834798,455.5563381949819,0.4395389639563938,0,63.0
2018-11-19,30,27888,530,Unemployed,Master,8,25677,48,Single,2,Rent,777,0.0907458810819109,4,1,0.3999173985439089,0,Home,0,19,21,3254,115,61835,14281,2324.0,0.6497593377447294,6,47554,0.255677,0.2556484744845046,859.484834618139,0.7041673126584074,0,58.0
2018-11-20,65,75116,610,Employed,Associate,45,6549,108,Married,3,Own,267,0.471235475530895,3,2,0.1148800475501667,1,Auto,0,25,10,2150,914,20489,58924,6259.666666666667,0.8390281535828148,7,1381,0.246549,0.222488907057994,140.78218574153144,0.0651443930573829,0,60.0
2018-11-21,27,19399,546,Employed,High School,5,32442,48,Single,3,Own,133,0.4219135727670613,1,1,0.210766332448918,0,Debt Consolidation,0,28,13,1713,7180,44361,44451,1616.5833333333333,0.9469572999286,4,2484,0.254442,0.2125494484223307,1009.0430294606464,0.7064547839335923,0,55.0
2018-11-22,25,62204,380,Employed,High School,1,14467,120,Married,1,Rent,243,0.2543968335126259,0,3,0.5803476360700166,0,Debt Consolidation,0,21,24,2205,432,203821,14663,5183.666666666667,0.6993252214931645,9,189158,0.379467,0.4190290679020737,513.5265510648755,0.1459442899617147,0,54.0
2018-11-23,53,28908,589,Employed,Associate,31,8569,36,Married,3,Rent,434,0.1381294235441957,4,0,0.1935365415056955,0,Home,0,22,26,8040,2065,68774,227607,2409.0,0.825821286523102,13,2610,0.199069,0.1825965284082392,310.90717166362856,0.309218419121473,0,51.0
2018-11-24,49,46181,585,Self-Employed,High School,24,32753,72,Single,4,Own,374,0.5519372322275713,4,2,0.5366026434971638,0,Auto,0,17,26,2437,643,209751,90750,3848.4166666666665,0.843947254017618,3,119001,0.255253,0.2731377801694712,929.3381649288306,0.3386686728123247,0,59.0
2018-11-25,47,190649,599,Self-Employed,Associate,22,19937,48,Widowed,1,Own,685,0.3274676527267922,2,1,0.2078271833118056,0,Auto,0,24,14,12872,3287,19491,6239,15887.416666666666,0.8947954723218657,5,13252,0.215437,0.2585244,670.5678626297537,0.085323365722123,1,42.400000000000006
2018-11-26,47,25914,438,Unemployed,High School,27,25725,24,Married,0,Other,305,0.7258218111091438,1,2,0.2868648102361215,0,Home,1,20,17,3581,700,49934,46267,2159.5,0.763478245796253,8,3667,0.281725,0.2897379707815786,1424.8034374077724,0.8010203461022332,0,65.0
2018-11-27,39,15778,549,Employed,Bachelor,19,27129,36,Single,5,Other,790,0.5599293004770171,3,0,0.5676033446892902,0,Home,1,18,20,584,328,47152,155919,1314.8333333333333,0.7015027538031233,4,7394,0.237629,0.2538292607833519,1084.1462079762125,1.42538689920868,0,67.0
2018-11-28,29,103112,610,Employed,Bachelor,9,36161,60,Single,1,Other,466,0.2991618618280864,2,1,0.4478301649563306,0,Auto,0,28,11,4669,289,31789,20308,8592.666666666666,0.9154614692350324,4,11481,0.236161,0.236155123454287,1032.2240069066238,0.1743607735557402,0,52.0
2018-11-29,40,25013,563,Employed,Master,19,29653,36,Married,2,Mortgage,136,0.5360289479099881,5,2,0.7575036133519772,0,Education,0,23,22,4186,303,65301,28925,2084.4166666666665,0.7530068087765387,6,36376,0.2331529999999999,0.2535971410535286,1184.6468764503268,0.6335810385561077,0,61.0
2018-11-30,31,26923,510,Employed,Bachelor,6,17955,36,Married,2,Other,1307,0.4992153160732514,0,0,0.0961418367370381,0,Education,0,26,12,6987,3033,73115,26009,2243.583333333333,0.8949240588934506,6,47106,0.247955,0.2352685979919903,699.9731274367036,0.8945391497693587,0,53.0
2018-12-01,51,74246,583,Employed,High School,27,26795,48,Married,1,Rent,349,0.1566336915348754,3,1,0.3097615786511166,0,Debt Consolidation,0,28,12,5625,494,111694,7718,6187.166666666667,0.8859031712800359,4,103976,0.230295,0.2659444036420076,912.4393446261056,0.2038799684227199,0,49.0
2018-12-02,38,87561,591,Employed,Bachelor,17,34138,72,Divorced,2,Mortgage,410,0.464392078082361,3,1,0.8066258367442091,0,Home,0,22,6,292,120,42766,9396,7296.75,0.741563829008982,3,33370,0.253638,0.2615037031229467,943.825064606322,0.1855380908769413,0,60.0
2018-12-03,30,15000,498,Employed,High School,8,5936,60,Divorced,2,Rent,298,0.1611320821485574,1,1,0.2444117047102474,0,Home,1,24,13,1815,3157,175586,12525,1250.0,0.8020698218485134,4,163061,0.261936,0.2500394323387941,174.24317853876923,0.3777945428310154,0,55.0
2018-12-04,36,64483,525,Employed,Bachelor,11,17279,36,Single,1,Mortgage,177,0.2826089628814327,5,0,0.2594427207041143,0,Home,0,14,16,8642,5221,203499,44720,3053.1666666666665,0.931596054296717,8,158779,0.239779,0.2753195596726385,710.3593309879478,0.2906357326233794,0,48.0
2018-12-05,44,66790,596,Employed,High School,18,15671,72,Single,0,Rent,558,0.1401565948611616,1,2,0.3994284639777543,1,Debt Consolidation,0,23,20,4065,1779,90708,66997,5565.833333333333,0.7480088531825277,2,23711,0.232671,0.2101507499706733,384.642207490596,0.1693622771356064,0,65.0
2018-12-06,33,139115,548,Employed,High School,10,10610,36,Divorced,3,Rent,319,0.2053685754610479,4,2,0.3698036266786609,0,Debt Consolidation,0,21,26,1950,1302,153480,15383,11592.916666666666,0.673022980916365,7,138097,0.22161,0.2287176634610652,410.0013551882122,0.062883343005848,1,38.400000000000006
2018-12-07,30,23058,618,Employed,Associate,12,63485,60,Divorced,1,Other,432,0.4833572143293619,4,2,0.3424369179036167,0,Debt Consolidation,0,30,11,10250,1380,25986,24121,1921.5,0.7890008706384621,6,1865,0.259485,0.229956213672937,1789.5123518689932,1.1561344532235198,0,54.0
2018-12-08,42,67760,542,Employed,High School,19,48408,120,Single,0,Mortgage,413,0.2043036523685245,2,2,0.5163986726593724,0,Debt Consolidation,0,26,4,38858,1080,112182,21085,5646.666666666667,0.9254825650707827,5,91097,0.332408,0.317614009473874,1339.533951061993,0.3103661070357721,0,59.0
2018-12-09,42,31104,476,Employed,Associate,18,13149,48,Married,0,Mortgage,655,0.3426533163511915,5,1,0.5042907440949208,0,Home,0,22,19,15006,1172,36128,5869,2592.0,0.5158906471792029,2,30259,0.270149,0.2936608093994391,468.60716314395256,0.4334904178796113,0,59.0
2018-12-10,33,82323,526,Employed,Associate,10,8350,36,Single,5,Mortgage,408,0.1532111307448788,5,1,0.2604917986893078,0,Auto,0,22,26,9421,1334,289047,23465,6860.25,0.8790998440405231,9,265582,0.23035,0.2313044407214113,323.79414788932576,0.1066716443116979,1,35.2
2018-12-11,34,27943,530,Employed,Bachelor,10,13164,60,Divorced,0,Rent,479,0.0992720636666124,5,1,0.2061220889664225,1,Auto,0,18,2,3527,110,132827,25983,2328.583333333333,0.9783358900207266,5,106844,0.253164,0.2972135604450355,423.649800714784,0.3876390369172032,0,65.0
2018-12-12,42,37699,487,Employed,Associate,19,29471,96,Married,2,Mortgage,355,0.2509628446616912,2,0,0.0396521625797654,0,Education,0,22,21,2367,538,67092,11274,3141.583333333333,0.8551896533962532,5,55818,0.320971,0.2986768928890899,809.9927468724634,0.3708298088137499,0,49.0
2018-12-13,22,55160,566,Employed,Associate,2,19802,60,Married,2,Rent,809,0.3975158657254108,3,3,0.1230095106336399,0,Debt Consolidation,0,24,20,2491,2251,18277,10779,4596.666666666667,0.9219802533794188,4,7498,0.2418019999999999,0.2126609723522063,538.6789784805065,0.2931861447020681,0,50.0
2018-12-14,23,81109,465,Employed,Bachelor,2,46928,24,Divorced,2,Own,352,0.3672221098465869,4,0,0.1324652091610328,0,Home,0,28,28,3308,1571,183773,4190,6759.083333333333,0.9366221478241972,5,179583,0.289428,0.278404344660718,2571.9932671165943,0.4326020442293596,0,45.0
2018-12-15,31,65622,431,Employed,High School,9,35136,48,Married,0,Mortgage,342,0.1262339995162814,6,1,0.4292483092526335,0,Other,0,22,21,8234,138,14679,53780,5468.5,0.7812509144882609,4,6038,0.3146359999999999,0.360098550719662,1390.8154345005612,0.3168721650362185,0,55.0
2018-12-16,37,86286,589,Employed,Master,12,9686,24,Single,0,Mortgage,687,0.0360132151671891,2,1,0.1236572939894225,0,Debt Consolidation,0,23,18,3645,571,357294,67529,4153.0,0.6103979368477833,6,289765,0.190186,0.2282232,506.433812297145,0.2873666776540199,1,33.6
2018-12-17,43,46001,476,Employed,Master,22,55889,36,Married,1,Own,239,0.1658892774876587,7,2,0.1183994111699756,0,Home,0,26,12,5012,437,18356,75930,3833.4166666666665,0.7103613067430398,1,8639,0.3028889999999999,0.3121335512360145,2409.87100636202,0.6909948061203939,0,50.0
2018-12-18,57,192941,663,Employed,Doctorate,34,8954,48,Married,2,Rent,430,0.4364907520987349,3,1,0.1083303251346709,1,Home,0,16,24,4152,257,68953,19450,16078.416666666666,0.939598032038916,4,49503,0.172454,0.154734282454925,251.3506130522092,0.0423767232295184,1,44.0
2018-12-19,50,62852,609,Employed,Associate,27,51450,48,Married,2,Mortgage,390,0.3978770319458383,6,0,0.2564993713855187,0,Home,0,24,27,7822,571,71768,23421,5237.666666666667,0.9016556136899072,4,48347,0.24195,0.2380399660757087,1671.794313780675,0.3936474856069512,0,49.0
2018-12-20,38,35591,559,Employed,Associate,12,10270,12,Single,3,Mortgage,533,0.2099644273434603,5,4,0.5346589129469114,0,Auto,0,29,9,935,921,54814,56231,2965.9166666666665,0.6830030382162389,2,4165,0.19577,0.2082672775919621,955.4246116903128,0.5018430316732813,0,60.0
2018-12-21,39,74123,465,Employed,Bachelor,17,11531,60,Married,3,Own,185,0.1751282193875327,3,1,0.3750518732177731,0,Debt Consolidation,0,26,17,2204,73,19372,23124,6176.916666666667,0.7593639056682054,4,4401,0.284031,0.2944045755990864,369.1136656403262,0.0897071622530646,1,42.400000000000006
2018-12-22,27,59387,544,Employed,High School,8,18400,72,Married,1,Mortgage,720,0.1981211963771746,5,0,0.4068078297756348,0,Home,0,20,20,5790,545,32190,4819,4948.916666666667,0.6299150831680809,6,27371,0.2613999999999999,0.2723374200115144,521.1591506543672,0.2507941099542392,0,55.0
