applicant_id,ground_truth,bl_decision,bl_matches_ground,bl_stage_1,bl_stage_2,bl_stage_3,bl_stage_4,bl_time,bl_used_prior_context,bl_error
test_00907,0,REJECTED,1,pass,Very Good,High,REJECTED,3.4007974898410045,False,False
test_00908,0,APPROVED,0,pass,Fair,Medium,APPROVED,3.447560597773763,False,True
test_00909,0,REJECTED,1,pass,Good,Very High,REJECTED,3.397291915212471,False,False
test_00910,1,REJECTED,0,pass,Fair,High,REJECTED,3.474560027695462,False,True
test_00911,0,REJECTED,1,pass,Good,High,REJECTED,3.3730828478182637,False,False
test_00912,1,REJECTED,0,pass,Good,Very High,REJECTED,3.3754486345486066,False,True
test_00913,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.3643775782810246,False,False
test_00914,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.4887172164528333,False,False
test_00915,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.4488145154866414,False,False
test_00916,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.473546243270926,False,False
test_00917,1,APPROVED,1,pass,Very Good,High,APPROVED,3.5258602093178717,False,False
test_00918,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.4980656969510715,False,True
test_00919,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.442344583633338,False,True
test_00920,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.546871197678845,False,False
test_00921,0,REJECTED,1,pass,Fair,Low,REJECTED,3.4412512202283945,False,False
test_00922,1,APPROVED,1,pass,Good,High,APPROVED,3.3724901346467067,False,False
test_00923,1,APPROVED,1,pass,Fair,High,APPROVED,3.548530949450543,False,False
test_00924,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.3545641460029696,False,False
test_00925,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.4599767118975504,False,True
test_00926,0,REJECTED,1,pass,Good,Medium,REJECTED,3.411819097739942,False,False
test_00927,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.450710430203397,False,False
test_00928,1,APPROVED,1,pass,Fair,Low,APPROVED,3.461742590518904,False,False
test_00929,0,APPROVED,0,pass,Poor,Very High,APPROVED,3.3980191792556975,False,True
test_00930,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4613717511474524,False,False
test_00931,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.5012122224011075,False,False
test_00932,1,APPROVED,1,pass,Poor,Low,APPROVED,3.4033019674487996,False,False
test_00933,1,APPROVED,1,pass,Good,High,APPROVED,3.4266852266627814,False,False
test_00934,0,REJECTED,1,pass,Good,High,REJECTED,3.4036485386328117,False,False
test_00935,0,REJECTED,1,pass,Very Good,High,REJECTED,3.5141119461976404,False,False
test_00936,0,REJECTED,1,pass,Poor,Low,REJECTED,3.4949964518419194,False,False
test_00937,1,APPROVED,1,pass,Good,Very High,APPROVED,3.5242392874436814,False,False
test_00938,0,APPROVED,0,pass,Fair,Medium,APPROVED,3.3840099785803317,False,True
test_00939,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.3647159276319503,False,False
test_00940,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.3738767007717345,False,False
test_00941,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3822036665648474,False,False
test_00942,1,APPROVED,1,pass,Fair,Very High,APPROVED,3.4566165321349605,False,False
test_00943,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.544182414072553,False,False
test_00944,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.4214470833233563,False,False
test_00945,0,REJECTED,1,pass,Poor,Very High,REJECTED,3.5417016538720407,False,False
test_00946,0,APPROVED,0,pass,Good,High,APPROVED,3.357640158997836,False,True
test_00947,1,REJECTED,0,pass,Fair,Very High,REJECTED,3.5353744405629315,False,True
test_00948,1,APPROVED,1,pass,Fair,Low,APPROVED,3.3862305214609942,False,False
test_00949,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.5324949971438695,False,False
test_00950,1,REJECTED,0,pass,Very Good,Medium,REJECTED,3.3612454860230923,False,True
test_00951,1,APPROVED,1,pass,Excellent,High,APPROVED,3.5396438894990063,False,False
test_00952,0,REJECTED,1,pass,Good,Low,REJECTED,3.390159652863772,False,False
test_00953,1,REJECTED,0,pass,Good,Medium,REJECTED,3.410542812014632,False,True
test_00954,0,APPROVED,0,pass,Good,Medium,APPROVED,3.4481884688205917,False,True
test_00955,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.426144176247095,False,False
test_00956,1,APPROVED,1,pass,Very Good,High,APPROVED,3.48350559385263,False,False
test_00957,0,REJECTED,1,pass,Good,Very High,REJECTED,3.5449615534500154,False,False
test_00958,0,APPROVED,0,pass,Very Good,High,APPROVED,3.4712852981609883,False,True
test_00959,1,REJECTED,0,pass,Fair,Very High,REJECTED,3.49429708188731,False,True
test_00960,0,REJECTED,1,pass,Good,Medium,REJECTED,3.36760105006114,False,False
test_00961,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.475562485814001,False,False
test_00962,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4407699554092828,False,False
test_00963,0,REJECTED,1,pass,Fair,Low,REJECTED,3.5271564715839254,False,False
test_00964,0,APPROVED,0,pass,Good,Medium,APPROVED,3.4276422199286203,False,True
test_00965,0,REJECTED,1,pass,Very Good,High,REJECTED,3.4858908288099837,False,False
test_00966,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.395630745651816,False,False
test_00967,0,REJECTED,1,pass,Fair,High,REJECTED,3.4018745067048393,False,False
test_00968,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.4252244861844545,False,False
test_00969,0,REJECTED,1,pass,Good,Low,REJECTED,3.4108127075013006,False,False
test_00970,1,APPROVED,1,pass,Good,Low,APPROVED,3.400775767878015,False,False
test_00971,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.359933741180162,False,True
test_00972,1,APPROVED,1,pass,Good,Medium,APPROVED,3.5173492663504917,False,False
test_00973,0,APPROVED,0,pass,Fair,Low,APPROVED,3.362860306178257,False,True
test_00974,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.5274731031205935,False,False
test_00975,0,REJECTED,1,pass,Good,Medium,REJECTED,3.375093077813612,False,False
test_00976,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.363052347412532,False,False
test_00977,0,APPROVED,0,pass,Very Good,High,APPROVED,3.4626009527961394,False,True
test_00978,0,REJECTED,1,pass,Excellent,High,REJECTED,3.4504883585149444,False,False
test_00979,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.448246913766377,False,False
test_00980,0,APPROVED,0,pass,Poor,High,APPROVED,3.4649008655002795,False,True
test_00981,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4074113212238313,False,False
test_00982,0,APPROVED,0,pass,Good,High,APPROVED,3.482589854685922,False,True
test_00983,0,APPROVED,0,pass,Fair,Medium,APPROVED,3.4504804439414367,False,True
test_00984,1,APPROVED,1,pass,Good,Low,APPROVED,3.4169486933914652,False,False
test_00985,0,REJECTED,1,pass,Very Good,High,REJECTED,3.5153001333961456,False,False
test_00986,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.495544219265342,False,False
test_00987,0,REJECTED,1,pass,Good,Very High,REJECTED,3.4287220683889243,False,False
test_00988,0,APPROVED,0,pass,Fair,High,APPROVED,3.5195235570457744,False,True
test_00989,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.534051650022355,False,True
test_00990,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.4573732534168724,False,False
test_00991,1,APPROVED,1,pass,Good,Low,APPROVED,3.392990490031384,False,False
test_00992,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.5331584313093973,False,False
test_00993,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3878959240191033,False,False
test_00994,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.359684645283454,False,False
test_00995,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.4154974017746262,False,False
test_00996,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.495393268892208,False,False
test_00997,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.5346548172707095,False,False
test_00998,1,APPROVED,1,pass,Fair,Low,APPROVED,3.4774571293628878,False,False
test_00999,0,REJECTED,1,pass,Good,Very High,REJECTED,3.540367709393332,False,False
test_01000,0,APPROVED,0,pass,Very Good,Very High,APPROVED,3.3684741678551795,False,True
test_01001,1,APPROVED,1,pass,Good,Medium,APPROVED,3.362150745917604,False,False
test_01002,1,REJECTED,0,pass,Fair,High,REJECTED,3.4708383901487325,False,True
test_01003,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.543223264498551,False,False
test_01004,1,REJECTED,0,pass,Fair,High,REJECTED,3.4505442617909448,False,True
test_01005,1,REJECTED,0,pass,Excellent,Medium,REJECTED,3.360303045187861,False,True
test_01006,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.394243731215491,False,False
test_01007,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.398958581283154,False,False
test_01008,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.41757142582739,False,True
test_01009,0,REJECTED,1,pass,Good,Medium,REJECTED,3.3587206767172426,False,False
test_01010,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.530978540099583,False,True
test_01011,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.453112788944299,False,True
test_01012,1,APPROVED,1,pass,Good,Low,APPROVED,3.4841861585908216,False,False
test_01013,0,REJECTED,1,pass,Good,Low,REJECTED,3.363434567379002,False,False
test_01014,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.36082309356073,False,False
test_01015,1,REJECTED,0,pass,Very Good,Low,REJECTED,3.4672935544081094,False,True
test_01016,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.5274592021008413,False,False
test_01017,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4556964001919095,False,False
test_01018,1,APPROVED,1,pass,Good,Low,APPROVED,3.5255638345140143,False,False
test_01019,0,REJECTED,1,pass,Fair,High,REJECTED,3.5121982546110475,False,False
test_01020,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3651707571589844,False,False
test_01021,0,REJECTED,1,pass,Good,Very High,REJECTED,3.390391494877138,False,False
test_01022,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.4815421338310686,False,False
test_01023,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.438700276510008,False,False
test_01024,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.408139962729384,False,False
test_01025,0,REJECTED,1,pass,Good,Medium,REJECTED,3.433726771209596,False,False
test_01026,1,REJECTED,0,pass,Very Good,Medium,REJECTED,3.4390399292541267,False,True
test_01027,1,REJECTED,0,pass,Excellent,Low,REJECTED,3.532110450164319,False,True
test_01028,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.370691656740991,False,False
test_01029,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.405946149361523,False,False
test_01030,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.457512963316543,False,False
test_01031,1,APPROVED,1,pass,Good,High,APPROVED,3.4896573853261184,False,False
test_01032,0,REJECTED,1,pass,Good,Medium,REJECTED,3.476127457791849,False,False
test_01033,0,APPROVED,0,pass,Good,High,APPROVED,3.538328547547479,False,True
test_01034,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.5091217849638947,False,False
test_01035,1,REJECTED,0,pass,Very Good,High,REJECTED,3.461415368394886,False,True
test_01036,0,REJECTED,1,pass,Good,Low,REJECTED,3.3929365383347014,False,False
test_01037,1,APPROVED,1,pass,Poor,High,APPROVED,3.440174846280448,False,False
test_01038,0,APPROVED,0,pass,Fair,High,APPROVED,3.4886764488388953,False,True
test_01039,0,REJECTED,1,pass,Poor,Low,REJECTED,3.517592434967217,False,False
test_01040,1,APPROVED,1,pass,Fair,Low,APPROVED,3.5419472448844775,False,False
test_01041,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4710905532275835,False,False
test_01042,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.4553838734608866,False,False
test_01043,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3535383846242297,False,False
test_01044,1,APPROVED,1,pass,Good,Medium,APPROVED,3.364419813830036,False,False
test_01045,1,APPROVED,1,pass,Good,Low,APPROVED,3.3812209995274802,False,False
test_01046,0,REJECTED,1,pass,Good,Medium,REJECTED,3.3609519862379256,False,False
test_01047,0,APPROVED,0,pass,Good,Medium,APPROVED,3.430172647760985,False,True
test_01048,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.4173757090277745,False,False
test_01049,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4774708315736786,False,False
test_01050,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4571330215866807,False,False
test_01051,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.4691941518775717,False,False
test_01052,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.444395440587531,False,False
test_01053,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.4055474297108512,False,False
test_01054,1,APPROVED,1,pass,Good,Medium,APPROVED,3.540565062989295,False,False
test_01055,0,REJECTED,1,pass,Good,Very High,REJECTED,3.367281831952028,False,False
test_01056,1,APPROVED,1,pass,Good,Very High,APPROVED,3.537778199893061,False,False
test_01057,0,APPROVED,0,pass,Very Good,Low,APPROVED,3.412247609372947,False,True
test_01058,0,REJECTED,1,pass,Good,Low,REJECTED,3.4525322890734595,False,False
test_01059,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.3717684645655095,False,False
test_01060,1,APPROVED,1,pass,Poor,Very High,APPROVED,3.364186213674202,False,False
test_01061,1,APPROVED,1,pass,Poor,Very High,APPROVED,3.4359090897437206,False,False
test_01062,1,REJECTED,0,pass,Good,High,REJECTED,3.4983394752759356,False,True
test_01063,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.40387295550971,False,False
test_01064,0,APPROVED,0,pass,Fair,Medium,APPROVED,3.462469577787064,False,True
test_01065,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.4057300681045635,False,False
test_01066,0,REJECTED,1,pass,Good,Medium,REJECTED,3.427722612178608,False,False
test_01067,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.531289263694765,False,True
test_01068,0,REJECTED,1,pass,Poor,Low,REJECTED,3.521167925098984,False,False
test_01069,0,APPROVED,0,pass,Excellent,Low,APPROVED,3.4532035086835258,False,True
test_01070,0,REJECTED,1,pass,Good,Very High,REJECTED,3.3976211254944158,False,False
test_01071,0,REJECTED,1,pass,Fair,High,REJECTED,3.3886367825466044,False,False
test_01072,0,REJECTED,1,pass,Good,Medium,REJECTED,3.5408174706071427,False,False
test_01073,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.3905433193021377,False,False
test_01074,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.5116336621825077,False,False
test_01075,0,REJECTED,1,pass,Good,High,REJECTED,3.4237940419071076,False,False
test_01076,0,REJECTED,1,pass,Good,High,REJECTED,3.5471319695116477,False,False
test_01077,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4236311480725576,False,False
test_01078,0,REJECTED,1,pass,Good,High,REJECTED,3.4203033249821453,False,False
test_01079,1,REJECTED,0,pass,Good,Low,REJECTED,3.4774927257755244,False,True
test_01080,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.542303361325364,False,False
test_01081,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.5452419211592865,False,False
test_01082,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.4914412292933967,False,False
test_01083,1,REJECTED,0,pass,Very Good,High,REJECTED,3.5009212731272705,False,True
test_01084,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4626804351946054,False,False
test_01085,0,REJECTED,1,pass,Good,Low,REJECTED,3.5011551478264664,False,False
test_01086,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.5219559309940993,False,True
test_01087,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.4472190606390045,False,False
test_01088,1,APPROVED,1,pass,Good,Low,APPROVED,3.4739724525660205,False,False
test_01089,0,APPROVED,0,pass,Excellent,High,APPROVED,3.4574633390466096,False,True
test_01090,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.4624941227057353,False,False
test_01091,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.528009581974788,False,False
test_01092,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.421123366041114,False,True
test_01093,1,APPROVED,1,pass,Excellent,High,APPROVED,3.391636805120125,False,False
test_01094,0,APPROVED,0,pass,Excellent,Medium,APPROVED,3.4412560220547257,False,True
test_01095,0,APPROVED,0,pass,Good,Very High,APPROVED,3.391617038096253,False,True
test_01096,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.4496800851324037,False,False
test_01097,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.5307016210714117,False,False
test_01098,1,APPROVED,1,pass,Good,Very High,APPROVED,3.4734867040964956,False,False
test_01099,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.5210865706606156,False,False
test_01100,0,APPROVED,0,pass,Good,Medium,APPROVED,3.3832381839231025,False,True
test_01101,1,REJECTED,0,pass,Good,High,REJECTED,3.530174718507435,False,True
test_01102,1,APPROVED,1,pass,Good,Medium,APPROVED,3.470357432881423,False,False
test_01103,1,APPROVED,1,pass,Very Good,High,APPROVED,3.356351957748096,False,False
test_01104,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.4766237910570075,False,False
test_01105,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.5402793912521835,False,False
test_01106,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.3658334000950725,False,False
test_01107,1,REJECTED,0,pass,Excellent,High,REJECTED,3.4664912260939142,False,True
test_01108,1,APPROVED,1,pass,Fair,Low,APPROVED,3.5330957205739426,False,False
test_01109,0,APPROVED,0,pass,Poor,High,APPROVED,3.351939033666875,False,True
test_01110,1,APPROVED,1,pass,Poor,Very High,APPROVED,3.4761825852931647,False,False
test_01111,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.4449804583661923,False,False
test_01112,0,REJECTED,1,pass,Good,Medium,REJECTED,3.419397863729722,False,False
test_01113,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.475507297989075,False,True
test_01114,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.3605404189174837,False,False
test_01115,1,APPROVED,1,pass,Good,Medium,APPROVED,3.50061260925748,False,False
test_01116,0,REJECTED,1,pass,Good,High,REJECTED,3.3508958953839416,False,False
test_01117,1,APPROVED,1,pass,Good,Very High,APPROVED,3.4113871487584704,False,False
test_01118,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.4507917275369357,False,False
test_01119,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.4254044501133105,False,False
test_01120,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.4114951870411163,False,False
test_01121,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.516167029093619,False,False
test_01122,1,APPROVED,1,pass,Excellent,High,APPROVED,3.536966514854382,False,False
test_01123,1,REJECTED,0,pass,Good,Very High,REJECTED,3.5247425369811776,False,True
test_01124,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.4544862626099997,False,False
test_01125,1,APPROVED,1,pass,Good,Very High,APPROVED,3.5268328350386966,False,False
test_01126,0,REJECTED,1,pass,Good,Medium,REJECTED,3.5341723130363087,False,False
test_01127,0,REJECTED,1,pass,Very Good,High,REJECTED,3.4318476794094925,False,False
test_01128,0,REJECTED,1,pass,Very Good,High,REJECTED,3.406689171901089,False,False
test_01129,0,APPROVED,0,pass,Fair,Very High,APPROVED,3.369653041162664,False,True
test_01130,1,APPROVED,1,pass,Good,Low,APPROVED,3.4458183842098458,False,False
test_01131,0,REJECTED,1,pass,Good,High,REJECTED,3.5392593840876883,False,False
test_01132,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.4621815056140743,False,False
test_01133,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.483512420357234,False,False
test_01134,1,REJECTED,0,pass,Poor,High,REJECTED,3.3725767636983695,False,True
test_01135,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.378703932828451,False,True
test_01136,1,APPROVED,1,pass,Good,High,APPROVED,3.4428946523919346,False,False
test_01137,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.540252959796745,False,False
test_01138,0,APPROVED,0,pass,Good,Medium,APPROVED,3.422156928318306,False,True
test_01139,1,APPROVED,1,pass,Poor,High,APPROVED,3.5254968082635068,False,False
test_01140,1,APPROVED,1,pass,Good,Medium,APPROVED,3.374057718685142,False,False
test_01141,0,APPROVED,0,pass,Excellent,Low,APPROVED,3.473403441386742,False,True
test_01142,1,APPROVED,1,pass,Good,Very High,APPROVED,3.4701225953821035,False,False
